"Activity Date","Process Date","Settle Date","Instrument","Description","Trans Code","Quantity","Price","Amount"
"4/17/2024","4/17/2024","4/18/2024","SPY","SPY 4/17/2024 Call $505.00","STC","1","$0.87","$86.95"
"4/17/2024","4/17/2024","4/18/2024","SPY","SPY 4/17/2024 Put $503.00","BTO","1","$1.10","($110.03)"
"4/17/2024","4/17/2024","4/18/2024","SPY","SPY 4/17/2024 Call $505.00","BTO","1","$1.13","($113.03)"
"4/17/2024","4/17/2024","4/18/2024","SPY","SPY 4/17/2024 Put $503.00","STC","2","$0.93","$185.92"
"4/17/2024","4/17/2024","4/18/2024","SPY","SPY 4/17/2024 Put $503.00","BTO","1","$1.20","($120.03)"
"4/17/2024","4/17/2024","4/18/2024","SPY","SPY 4/17/2024 Put $503.00","BTO","1","$1.18","($118.03)"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $167.50","BTO","1","$0.89","($89.03)"
"4/16/2024","4/16/2024","4/17/2024","SPY","SPY 4/16/2024 Call $506.00","STC","1","$0.38","$37.95"
"4/16/2024","4/16/2024","4/17/2024","SPY","SPY 4/16/2024 Call $506.00","BTO","1","$1.04","($104.03)"
"4/16/2024","4/16/2024","4/17/2024","SPY","SPY 4/16/2024 Put $502.00","STC","1","$0.50","$49.95"
"4/16/2024","4/16/2024","4/17/2024","SPY","SPY 4/16/2024 Put $502.00","BTO","1","$1.08","($108.03)"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Call $172.50","STC","1","$0.75","$74.95"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Call $172.50","BTO","1","$0.83","($83.03)"
"4/16/2024","4/16/2024","4/17/2024","AMZN","AMZN 4/19/2024 Call $187.50","STC","1","$0.91","$90.95"
"4/16/2024","4/16/2024","4/17/2024","AMZN","AMZN 4/19/2024 Call $187.50","BTO","1","$1.00","($100.03)"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $165.00","STC","2","$0.75","$149.92"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $165.00","BTO","2","$0.74","($148.06)"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $167.50","STC","2","$1.15","$229.92"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $170.00","STC","1","$2.17","$216.95"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $170.00","STC","1","$2.17","$216.95"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $167.50","BTO","2","$0.90","($180.06)"
"4/16/2024","4/16/2024","4/17/2024","SPY","SPY 4/16/2024 Call $512.00","STC","2","$0.04","$7.92"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $170.00","BTO","1","$1.24","($124.03)"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Put $170.00","BTO","1","$1.02","($102.03)"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Call $180.00","STC","2","$0.15","$29.92"
"4/16/2024","4/16/2024","4/17/2024","SPY","SPY 4/16/2024 Put $500.00","STC","1","$0.65","$64.95"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Call $175.00","STC","1","$1.05","$104.95"
"4/16/2024","4/16/2024","4/17/2024","AAPL","AAPL 4/19/2024 Call $175.00","BTO","1","$1.28","($128.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/16/2024 Call $512.00","BTO","1","$0.45","($45.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/16/2024 Put $500.00","BTO","1","$1.02","($102.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/16/2024 Call $512.00","BTO","1","$0.47","($47.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $507.00","STC","1","$0.69","$68.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $504.00","STC","1","$0.41","$40.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $507.00","BTO","1","$0.92","($92.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $504.00","BTO","1","$0.83","($83.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $508.00","STC","1","$0.67","$66.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $508.00","BTO","1","$0.79","($79.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $506.00","STC","1","$1.07","$106.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $506.00","STC","1","$1.07","$106.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $506.00","BTO","1","$1.07","($107.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $506.00","BTO","1","$0.89","($89.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $509.00","STC","1","$1.87","$186.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $510.00","STC","1","$1.00","$99.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $509.00","BTO","1","$0.82","($82.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $509.00","STC","1","$0.75","$74.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $509.00","BTO","1","$0.93","($93.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $510.00","BTO","1","$1.22","($122.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $510.00","STC","1","$1.47","$146.95"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $510.00","BTO","1","$1.22","($122.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $512.00","STC","1","$0.61","$60.95"
"4/15/2024","4/15/2024","4/16/2024","AAPL","AAPL 4/19/2024 Call $180.00","BTO","1","$0.50","($50.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Call $512.00","BTO","1","$1.13","($113.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $512.00","STC","1","$1.70","$169.95"
"4/15/2024","4/15/2024","4/16/2024","AAPL","AAPL 4/19/2024 Call $180.00","BTO","1","$0.73","($73.03)"
"4/15/2024","4/15/2024","4/16/2024","SPY","SPY 4/15/2024 Put $512.00","BTO","1","$1.24","($124.03)"
"4/12/2024","4/12/2024","4/15/2024","SPY","SPY 4/12/2024 Call $514.00","STC","3","$0.02","$5.89"
"4/12/2024","4/12/2024","4/15/2024","SPY","SPY 4/12/2024 Call $512.00","STC","1","$0.07","$6.95"
"4/12/2024","4/12/2024","4/15/2024","AAPL","AAPL 4/12/2024 Call $175.00","STC","1","$1.08","$107.95"
"4/12/2024","4/12/2024","4/15/2024","AAPL","AAPL 4/12/2024 Call $175.00","STC","1","$1.08","$107.95"
"4/12/2024","4/12/2024","4/15/2024","AAPL","AAPL 4/12/2024 Call $175.00","BTO","1","$0.80","($80.03)"
"4/12/2024","4/12/2024","4/15/2024","AAPL","AAPL 4/12/2024 Call $175.00","BTO","1","$0.70","($70.03)"
"4/12/2024","4/12/2024","4/15/2024","AAPL","AAPL 4/12/2024 Call $175.00","STC","1","$0.48","$47.95"
"4/12/2024","4/12/2024","4/15/2024","AAPL","AAPL 4/12/2024 Call $175.00","BTO","1","$0.63","($63.03)"
"4/12/2024","4/12/2024","4/15/2024","SPY","SPY 4/12/2024 Call $512.00","BTO","1","$0.75","($75.03)"
"4/12/2024","4/12/2024","4/15/2024","SPY","SPY 4/12/2024 Call $514.00","BTO","1","$1.25","($125.03)"
"4/12/2024","4/12/2024","4/15/2024","SPY","SPY 4/12/2024 Call $514.00","BTO","1","$1.15","($115.03)"
"4/12/2024","4/12/2024","4/15/2024","SPY","SPY 4/12/2024 Call $514.00","BTO","1","$1.03","($103.03)"
"4/12/2024","4/12/2024","4/15/2024","SNOW","SNOW 4/12/2024 Call $160.00","STC","1","$0.73","$72.95"
"4/12/2024","4/12/2024","4/15/2024","SNOW","SNOW 4/12/2024 Call $160.00","BTO","1","$1.20","($120.03)"
"4/12/2024","4/12/2024","4/15/2024","AAPL","AAPL 4/12/2024 Call $175.00","STC","1","$2.64","$263.95"
"4/11/2024","4/11/2024","4/12/2024","AAPL","AAPL 4/12/2024 Call $175.00","STC","1","$1.04","$103.95"
"4/11/2024","4/11/2024","4/12/2024","AAPL","AAPL 4/12/2024 Call $175.00","BTO","1","$1.04","($104.03)"
"4/11/2024","4/11/2024","4/12/2024","SPY","SPY 4/11/2024 Call $519.00","STC","1","$0.84","$83.95"
"4/11/2024","4/11/2024","4/12/2024","AAPL","AAPL 4/12/2024 Call $175.00","BTO","1","$0.63","($63.03)"
"4/11/2024","4/11/2024","4/12/2024","SPY","SPY 4/11/2024 Call $519.00","BTO","1","$0.70","($70.03)"
"4/11/2024","4/11/2024","4/12/2024","SPY","SPY 4/11/2024 Call $516.00","STC","1","$3.09","$308.95"
"4/11/2024","4/11/2024","4/12/2024","SPY","SPY 4/11/2024 Call $516.00","STC","1","$3.09","$308.95"
"4/11/2024","4/11/2024","4/12/2024","SPY","SPY 4/11/2024 Call $516.00","BTO","1","$1.26","($126.03)"
"4/11/2024","4/11/2024","4/12/2024","SPY","SPY 4/11/2024 Call $516.00","BTO","1","$1.05","($105.03)"
"4/11/2024","4/11/2024","4/12/2024","LULU","LULU 6/21/2024 Call $410.00","BTO","1","$5.55","($555.03)"
"4/11/2024","4/11/2024","4/12/2024","AAPL","AAPL 4/12/2024 Put $167.50","STC","1","$0.38","$37.95"
"4/11/2024","4/11/2024","4/12/2024","AAPL","AAPL 4/12/2024 Put $167.50","BTO","1","$0.52","($52.03)"
"4/11/2024","4/11/2024","4/12/2024","BA","BA 4/12/2024 Put $170.00","STC","1","$0.90","$89.95"
"4/11/2024","4/11/2024","4/12/2024","BA","BA 4/12/2024 Put $170.00","BTO","1","$1.03","($103.03)"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $515.00","STC","3","$0.45","$134.89"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $515.00","BTO","3","$1.13","($339.09)"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $514.00","STC","2","$0.65","$129.92"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $514.00","STC","1","$0.63","$62.95"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $514.00","BTO","1","$1.07","($107.03)"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $514.00","BTO","2","$1.17","($234.06)"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $515.00","STC","1","$2.03","$202.95"
"4/10/2024","4/10/2024","4/11/2024","SPY","SPY 4/10/2024 Call $515.00","BTO","1","$1.06","($106.03)"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Put $439.00","STC","1","$0.41","$40.95"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Put $439.00","BTO","1","$0.44","($44.03)"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Put $440.00","STC","1","$0.82","$81.95"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Put $440.00","BTO","1","$0.95","($95.03)"
"4/9/2024","4/9/2024","4/10/2024","ROKU","ROKU 4/12/2024 Call $64.00","STC","1","$0.64","$63.95"
"4/9/2024","4/9/2024","4/10/2024","ROKU","ROKU 4/12/2024 Call $64.00","BTO","1","$0.79","($79.03)"
"4/9/2024","4/9/2024","4/10/2024","LULU","LULU 4/12/2024 Call $370.00","STC","1","$0.52","$51.95"
"4/9/2024","4/9/2024","4/10/2024","LULU","LULU 4/12/2024 Call $370.00","BTO","1","$0.59","($59.03)"
"4/9/2024","4/9/2024","4/10/2024","INTC","INTC 4/12/2024 Call $40.00","STC","5","$0.12","$59.83"
"4/9/2024","4/9/2024","4/10/2024","INTC","INTC 4/12/2024 Call $40.00","BTO","5","$0.18","($90.15)"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Call $440.00","STC","1","$0.93","$92.95"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Call $440.00","BTO","1","$0.96","($96.03)"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Put $439.00","STC","2","$0.80","$159.92"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Put $439.00","BTO","1","$1.31","($131.03)"
"4/9/2024","4/9/2024","4/10/2024","QQQ","QQQ 4/9/2024 Put $439.00","BTO","1","$1.10","($110.03)"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Put $441.00","STC","1","$0.76","$75.95"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Put $441.00","BTO","1","$0.86","($86.03)"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Put $441.00","STC","2","$0.81","$161.92"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Put $441.00","BTO","1","$1.11","($111.03)"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Put $441.00","BTO","1","$0.80","($80.03)"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Call $442.00","STC","1","$0.74","$73.95"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Call $442.00","BTO","1","$0.85","($85.03)"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Call $442.00","STC","2","$0.69","$137.92"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Call $442.00","BTO","1","$1.12","($112.03)"
"4/8/2024","4/8/2024","4/9/2024","QQQ","QQQ 4/8/2024 Call $442.00","BTO","1","$1.03","($103.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Put $440.00","STC","1","$0.44","$43.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Put $440.00","BTO","1","$0.92","($92.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Put $442.00","STC","1","$0.78","$77.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Put $442.00","BTO","1","$0.91","($91.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","STC","1","$1.45","$144.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","STC","1","$1.45","$144.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","BTO","2","$1.54","($308.06)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","STC","1","$1.36","$135.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","STC","2","$1.36","$271.92"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","BTO","1","$1.78","($178.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","BTO","1","$1.34","($134.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","BTO","1","$1.09","($109.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Put $439.00","STC","1","$0.60","$59.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","STC","1","$0.49","$48.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Put $439.00","BTO","1","$0.78","($78.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $441.00","BTO","1","$1.14","($114.03)"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $440.00","STC","1","$0.68","$67.95"
"4/5/2024","4/5/2024","4/8/2024","QQQ","QQQ 4/5/2024 Call $440.00","BTO","1","$1.02","($102.03)"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Put $444.00","STC","1","$1.25","$124.95"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Put $444.00","BTO","1","$0.66","($66.03)"
"4/4/2024","4/4/2024","4/5/2024","AMD","AMD 4/12/2024 Call $200.00","STC","1","$0.29","$28.95"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Call $445.00","STC","2","$1.71","$341.92"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Call $443.00","STC","1","$3.69","$368.95"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Call $445.00","BTO","1","$1.58","($158.03)"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Call $445.00","BTO","1","$1.22","($122.03)"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Put $445.00","STC","1","$0.72","$71.95"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Put $445.00","BTO","1","$0.75","($75.03)"
"4/4/2024","4/4/2024","4/5/2024","QQQ","QQQ 4/4/2024 Put $441.00","STC","1","$0.05","$4.95"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/4/2024 Put $441.00","BTO","1","$0.95","($95.03)"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/4/2024 Call $443.00","BTO","1","$1.13","($113.03)"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Call $443.00","STC","1","$0.72","$71.95"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Call $443.00","BTO","1","$0.86","($86.03)"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Put $442.00","STC","1","$0.41","$40.95"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Put $442.00","BTO","1","$0.63","($63.03)"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Call $443.00","STC","1","$0.47","$46.95"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Call $443.00","BTO","1","$1.01","($101.03)"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Put $443.00","STC","1","$0.84","$83.95"
"4/3/2024","4/3/2024","4/4/2024","QQQ","QQQ 4/3/2024 Put $443.00","BTO","1","$1.01","($101.03)"
"4/3/2024","4/3/2024","4/4/2024","AMD","AMD 4/12/2024 Call $200.00","BTO","1","$0.54","($54.03)"
"4/2/2024","4/2/2024","4/3/2024","QQQ","QQQ 4/2/2024 Call $440.00","STC","1","$0.53","$52.95"
"4/2/2024","4/2/2024","4/3/2024","QQQ","QQQ 4/2/2024 Call $440.00","BTO","1","$0.80","($80.03)"
"4/1/2024","4/1/2024","4/2/2024","QQQ","QQQ 4/1/2024 Call $444.00","STC","1","$0.63","$62.95"
"4/1/2024","4/1/2024","4/2/2024","QQQ","QQQ 4/1/2024 Call $444.00","BTO","1","$0.82","($82.03)"
"4/1/2024","4/1/2024","4/2/2024","QQQ","QQQ 4/1/2024 Put $444.00","STC","1","$0.24","$23.95"
"4/1/2024","4/1/2024","4/2/2024","QQQ","QQQ 4/1/2024 Put $444.00","BTO","1","$0.38","($38.03)"
"4/1/2024","4/1/2024","4/2/2024","QQQ","QQQ 4/1/2024 Call $447.00","STC","1","$0.54","$53.95"
"4/1/2024","4/1/2024","4/2/2024","QQQ","QQQ 4/1/2024 Call $447.00","BTO","1","$0.72","($72.03)"
"3/28/2024","3/28/2024","3/28/2024","","Interest Payment","INT","","","$3.46"
"3/27/2024","3/27/2024","3/28/2024","QQQ","QQQ 3/27/2024 Put $443.00","STC","1","$0.48","$47.95"
"3/27/2024","3/27/2024","3/28/2024","QQQ","QQQ 3/27/2024 Put $443.00","BTO","1","$0.40","($40.03)"
"3/25/2024","3/25/2024","3/26/2024","QQQ","QQQ 3/25/2024 Call $446.00","STC","1","$0.08","$7.95"
"3/25/2024","3/25/2024","3/26/2024","QQQ","QQQ 3/25/2024 Call $446.00","BTO","1","$0.49","($49.03)"
"3/25/2024","3/25/2024","3/26/2024","QQQ","QQQ 3/26/2024 Put $442.00","STC","1","$0.48","$47.95"
"3/25/2024","3/25/2024","3/26/2024","QQQ","QQQ 3/26/2024 Put $442.00","BTO","1","$0.63","($63.03)"
"3/20/2024","3/20/2024","3/21/2024","QQQ","QQQ 3/20/2024 Put $437.00","STC","1","$1.30","$129.95"
"3/20/2024","3/20/2024","3/21/2024","QQQ","QQQ 3/20/2024 Put $437.00","BTO","1","$1.39","($139.03)"
"3/20/2024","3/20/2024","3/21/2024","QQQ","QQQ 3/20/2024 Call $440.00","STC","1","$1.25","$124.95"
"3/20/2024","3/20/2024","3/21/2024","QQQ","QQQ 3/20/2024 Call $440.00","BTO","1","$1.52","($152.03)"
"3/20/2024","3/20/2024","3/21/2024","AAPL","AAPL 3/22/2024 Call $177.50","STC","1","$0.68","$67.95"
"3/19/2024","3/19/2024","3/20/2024","AAPL","AAPL 3/22/2024 Call $177.50","BTO","1","$1.06","($106.03)"
"3/19/2024","3/19/2024","3/20/2024","QQQ","QQQ 3/19/2024 Put $434.00","STC","1","$1.18","$117.95"
"3/19/2024","3/19/2024","3/20/2024","QQQ","QQQ 3/19/2024 Put $434.00","BTO","1","$1.16","($116.03)"
"3/15/2024","3/15/2024","3/18/2024","QQQ","QQQ 3/15/2024 Call $434.00","STC","1","$0.61","$60.95"
"3/15/2024","3/15/2024","3/18/2024","QQQ","QQQ 3/15/2024 Call $434.00","BTO","1","$0.97","($97.03)"
"3/15/2024","3/15/2024","3/18/2024","QQQ","QQQ 3/15/2024 Put $433.00","STC","1","$0.90","$89.95"
"3/15/2024","3/15/2024","3/18/2024","QQQ","QQQ 3/15/2024 Put $433.00","BTO","1","$1.04","($104.03)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $439.00","STC","1","$0.36","$35.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $439.00","BTO","1","$0.59","($59.03)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $440.00","STC","1","$0.88","$87.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $440.00","BTO","1","$1.03","($103.03)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $440.00","STC","1","$0.51","$50.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $440.00","STC","1","$0.51","$50.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $440.00","BTO","2","$0.44","($88.06)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $440.00","STC","1","$0.65","$64.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $440.00","BTO","1","$0.80","($80.03)"
"3/14/2024","3/14/2024","3/15/2024","TSLA","TSLA 3/15/2024 Put $162.50","STC","1","$2.15","$214.95"
"3/14/2024","3/14/2024","3/15/2024","TSLA","TSLA 3/15/2024 Put $162.50","BTO","1","$2.00","($200.03)"
"3/14/2024","3/14/2024","3/15/2024","GOOG","GOOG 3/15/2024 Call $144.00","STC","1","$0.79","$78.95"
"3/14/2024","3/14/2024","3/15/2024","GOOG","GOOG 3/15/2024 Call $144.00","BTO","1","$1.06","($106.03)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $440.00","STC","1","$0.70","$69.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $440.00","BTO","1","$1.05","($105.03)"
"3/14/2024","3/14/2024","3/15/2024","AMD","AMD 3/15/2024 Call $205.00","STC","1","$0.37","$36.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $439.00","STC","1","$0.89","$88.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $439.00","BTO","1","$1.10","($110.03)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $441.00","STC","2","$0.59","$117.92"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $441.00","BTO","1","$1.03","($103.03)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $438.00","STC","1","$0.64","$63.95"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Put $438.00","BTO","1","$0.95","($95.03)"
"3/14/2024","3/14/2024","3/15/2024","QQQ","QQQ 3/14/2024 Call $441.00","BTO","1","$0.85","($85.03)"
"3/13/2024","3/13/2024","3/14/2024","QQQ","QQQ 3/13/2024 Call $441.00","STC","1","$0.84","$83.95"
"3/13/2024","3/13/2024","3/14/2024","QQQ","QQQ 3/13/2024 Call $441.00","BTO","1","$0.89","($89.03)"
"3/13/2024","3/13/2024","3/14/2024","QQQ","QQQ 3/13/2024 Call $440.00","STC","1","$1.03","$102.95"
"3/13/2024","3/13/2024","3/14/2024","QQQ","QQQ 3/13/2024 Call $440.00","BTO","1","$1.19","($119.03)"
"3/13/2024","3/13/2024","3/14/2024","QQQ","QQQ 3/13/2024 Put $440.00","STC","2","$0.81","$161.92"
"3/13/2024","3/13/2024","3/14/2024","QQQ","QQQ 3/13/2024 Put $440.00","BTO","1","$1.25","($125.03)"
"3/13/2024","3/13/2024","3/14/2024","QQQ","QQQ 3/13/2024 Put $440.00","BTO","1","$0.99","($99.03)"
"3/12/2024","3/12/2024","3/13/2024","AMD","AMD 3/15/2024 Call $205.00","BTO","1","$3.15","($315.03)"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Put $443.00","STC","1","$0.89","$88.95"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Put $443.00","BTO","1","$0.88","($88.03)"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Call $443.00","STC","1","$0.61","$60.95"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Call $443.00","BTO","1","$0.71","($71.03)"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Call $441.00","STC","1","$1.30","$129.95"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Call $441.00","BTO","1","$1.02","($102.03)"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Put $441.00","STC","1","$0.85","$84.95"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Put $441.00","BTO","1","$1.09","($109.03)"
"3/12/2024","3/12/2024","3/13/2024","QQQ","QQQ 3/12/2024 Call $443.00","STC","1","$0.98","$97.95"
